date,year,month,day,rank,team_name,team_name_normalized,conference,games,record,adj_oe,adj_de,barthag,adj_tempo,wab,efg_pct,efg_pct_d,tor,tord,orb,drb,ftr,ftrd,two_p_pct,two_p_pct_d,three_p_pct,three_p_pct_d,three_pr,three_prd
2026-01-29,2026,1,29,353,The Citadel,The Citadel,SC,21.0,6-15,99.2326,120.9352,0.0936353,63.9329,-12.1347,48.7281,56.8349,18.1241,13.5349,28.3263,31.6215,31.7269,35.8189,49.8241,59.4357,31.5282,35.7277,46.142,43.5298
2026-01-29,2026,1,29,354,VMI,VMI,SC,21.0,6-15,99.9315,121.8357,0.0929354,66.3226,-12.0346,46.7325,55.6327,16.4131,17.1169,28.0273,40.0364,33.1241,37.1224,47.6304,56.2317,30.6321,36.5306,53.42,42.8283
2026-01-29,2026,1,29,355,Bryant,Bryant,AE,20.0,6-14,94.8356,116.7315,0.0846355,63.7336,-10.2324,44.6356,51.3181,21.1351,15.0302,27.8279,33.5294,26.5352,31.073,47.6304,49.811,27.7359,35.828,49.521,37.2106
2026-01-29,2026,1,29,356,Chicago St.,Chicago St.,NEC,21.0,2-19,96.5346,119.3344,0.0805356,66.4219,-13.1357,43.7361,57.6356,17.0172,19.746,28.5259,37.1352,29.3315,38.6257,41.9364,62.7365,32.0257,35.5266,28.9357,53.5363
2026-01-29,2026,1,29,357,Louisiana Monroe,Louisiana Monroe,SB,21.0,3-18,96.8344,120.535,0.0750357,70.93,-14.4362,47.5313,56.5342,18.3258,16.1236,22.9351,35.4329,35.5187,24.311,45.0343,58.335,34.0178,36.0286,42.3129,42.7278
2026-01-29,2026,1,29,358,South Carolina St.,South Carolina St.,MEAC,21.0,5-16,96.5348,120.5349,0.0725358,68.3123,-11.8344,46.2338,55.0312,20.7347,16.9186,30.918,39.4362,39.097,52.9364,43.236,59.6359,34.8128,32.4105,32.8318,41.7248
2026-01-29,2026,1,29,359,Morgan St.,Morgan St.,MEAC,21.0,8-13,97.7339,122.5359,0.0693359,69.86,-10.1321,44.9351,54.9308,19.0295,16.8194,29.9207,34.2309,41.258,56.1365,44.9345,58.1346,29.9332,32.8123,33.9303,36.072
2026-01-29,2026,1,29,360,Western Illinois,Western Illinois,OVC,21.0,4-17,93.5361,118.3334,0.062536,65.726,-14.4361,43.5362,53.2262,17.9234,15.6267,30.0204,34.1305,38.0116,36.8216,43.6359,52.12,28.7349,36.8319,29.8351,35.555
2026-01-29,2026,1,29,361,Delaware St.,Delaware St.,MEAC,20.0,5-15,88.1364,111.6242,0.0618361,67.0198,-12.2348,41.7365,54.6301,19.4313,20.426,26.0323,30.7165,31.6272,39.2273,41.1365,55.7305,28.9346,35.3252,29.2354,39.1165
2026-01-29,2026,1,29,362,Binghamton,Binghamton,AE,22.0,4-18,95.7351,122.836,0.0541362,65.6268,-15.6365,47.8306,55.5324,20.334,13.7345,22.5355,29.6126,44.225,32.7107,49.6247,55.0293,29.2341,37.6341,31.2338,37.2106
2026-01-29,2026,1,29,363,Gardner Webb,Gardner Webb,BSth,22.0,3-19,94.9355,123.7362,0.0449363,70.44,-14.136,45.9341,58.136,20.8349,14.1336,24.0345,36.7348,31.7269,34.8157,45.9333,60.5362,30.6321,36.4304,40.8155,40.9226
2026-01-29,2026,1,29,364,Coppin St.,Coppin St.,MEAC,22.0,3-19,94.036,125.8363,0.0342364,69.285,-14.6363,45.4347,58.6363,22.8363,16.6208,28.825,35.8337,36.616,44.4332,43.9357,56.7322,31.9266,40.6365,36.4243,45.0328
2026-01-29,2026,1,29,365,Mississippi Valley St.,Mississippi Valley St.,SWAC,21.0,1-20,87.8365,119.2343,0.0289365,66.8204,-15.2364,43.836,57.6356,23.0364,17.0176,26.1319,36.3343,30.5294,46.7354,44.3353,57.8342,28.635,38.3352,30.7344,45.7338
